yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,87675568,31.17,-7.33,-16.85099460447687,133.4130365630627
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,22081883,31.17,-7.33,37.977378106878206,73.97804075806764
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,120124765,31.17,-7.33,51.67568633314729,27.673469819741847
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,3201320,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,266556288,31.17,-7.33,17.925141963241547,-78.01492950057497
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,399751547,31.17,-7.33,43.897683433510366,-100.08947125585888
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,55646328,31.17,-7.33,59.36075159783851,25.01346951967388
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,59859738,31.17,-7.33,10.528384761701911,103.08333472012376
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,8086787,31.17,-7.33,25.499703063807168,75.5024015339642
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,50660995,31.17,-7.33,40.12399607988535,20.742583178432696
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,41269154,31.17,-7.33,6.06272746187266,22.727528470146083
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sudan,Sudan,7189,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,3737111,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,78351126,31.17,-7.33,26.42921218083572,52.86847103284948
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,169966978,31.17,-7.33,47.92172048214207,7.866753258497997
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,World,World,1739410317,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,7586604,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Azerbaijan, Azerbaijan,3307170,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,10743,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,2517,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,94467,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,241859,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,1896623,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,11431,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,47372382,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,2255,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,995483,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,876518,31.17,-7.33,,
2012,2012,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,929,31.17,-7.33,,
