yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Australia and New Zealand,Oceania,14210
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Central Asia,Asia,818403
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Eastern Asia,Asia,628335
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Eastern Europe,Europe,18242761
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Latin America and the Caribbean,Americas,8709
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Northern Africa,Africa,147908
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Northern America,Americas,69344
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Northern Europe,Europe,632903
2021,2021,Export,Azerbaijan,73,Iron or steel articles,South-eastern Asia,Asia,38942
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Southern Asia,Asia,1385855
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Southern Europe,Europe,751786
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Sub-Saharan Africa,Africa,68433
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Western Asia,Asia,2104942
2021,2021,Export,Azerbaijan,73,Iron or steel articles,Western Europe,Europe,266521
2021,2021,Export,Azerbaijan,73,Iron or steel articles,World,World,27443384
