yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,42000,30.8124247,34.8594762,-16.85099460447687,133.4130365630627
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,1327000,30.8124247,34.8594762,39.89317229901691,61.060280637304274
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1516000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,38604000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,75000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,2123000,30.8124247,34.8594762,19.569604022535763,12.47761721199581
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,3510000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4309000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,166000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,19684000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,238000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,31620000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,20362000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2006,2006,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,World,World,130070000,30.8124247,34.8594762,,
