yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,1340395
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,22013
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,200847
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,127873
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,7116925
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,99414
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,491
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,4417670
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,12007851
2002,2002,Import,Cyprus,4,Dairy produce; birds eggs; natural honey;,World,World,25483445
