yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2466,29.2733964,47.4979476,-16.85099460447687,133.4130365630627
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3277299,29.2733964,47.4979476,37.977378106878206,73.97804075806764
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,26435,29.2733964,47.4979476,51.67568633314729,27.673469819741847
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,317812,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,45626,29.2733964,47.4979476,17.925141963241547,-78.01492950057497
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2914875,29.2733964,47.4979476,43.897683433510366,-100.08947125585888
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,965739,29.2733964,47.4979476,59.36075159783851,25.01346951967388
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,467929,29.2733964,47.4979476,10.528384761701911,103.08333472012376
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4080315,29.2733964,47.4979476,40.12399607988535,20.742583178432696
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,19547,29.2733964,47.4979476,6.06272746187266,22.727528470146083
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,772,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,634353,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2931113,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,26656542,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1210,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,612,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,47043,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,2199,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,23475,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1979,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,4830534,29.2733964,47.4979476,,
2020,2020,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,2022564,29.2733964,47.4979476,,
