yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,3337,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,5295,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,10667,31.1728205,-7.3362482,,
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,912,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,49341,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,2229606,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,2093,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2158792,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,183344,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,6470923,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2010,2010,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,11114368,31.1728205,-7.3362482,,
