yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
2007.0,2007.0,Export,Morocco,1.0,Live animals,World,World,1882668.0,31.1728205,-7.3362482,,,12007Morocco,World,World,50122225.0
2007.0,2007.0,Export,Morocco,2.0,Meat and edible meat offal,World,World,366712.0,31.1728205,-7.3362482,,,22007Morocco,World,World,34060507.0
2007.0,2007.0,Export,Morocco,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",World,World,837101090.0,31.1728205,-7.3362482,,,32007Morocco,World,World,48676195.0
2007.0,2007.0,Export,Morocco,4.0,Dairy produce; birds eggs; natural honey;,World,World,98287812.0,31.1728205,-7.3362482,,,42007Morocco,World,World,211341557.0
2007.0,2007.0,Export,Morocco,5.0,"Products of animal origin, not elsewhere specified",World,World,34707931.0,31.1728205,-7.3362482,,,52007Morocco,World,World,35066297.0
2007.0,2007.0,Export,Morocco,6.0,Live trees and other plants;,World,World,8693143.0,31.1728205,-7.3362482,,,62007Morocco,World,World,31534813.0
2007.0,2007.0,Export,Morocco,7.0,Edible vegetables and certain roots and tubers,World,World,458962501.0,31.1728205,-7.3362482,,,72007Morocco,World,World,60769686.0
2007.0,2007.0,Export,Morocco,8.0,Edible fruit and nuts; peel of citrus fruit or melons,World,World,457518915.0,31.1728205,-7.3362482,,,82007Morocco,World,World,70621427.0
2007.0,2007.0,Export,Morocco,9.0,"Coffee, tea, matΦ and spices",World,World,14637100.0,31.1728205,-7.3362482,,,92007Morocco,World,World,183655211.0
2007.0,2007.0,Export,Morocco,10.0,Cereals,World,World,123062.0,31.1728205,-7.3362482,,,102007Morocco,World,World,1730393495.0
2007.0,2007.0,Export,Morocco,12.0,Oil seeds and oleaginous fruits,World,World,72635374.0,31.1728205,-7.3362482,,,122007Morocco,World,World,291560979.0
2007.0,2007.0,Export,Morocco,13.0,"Lac; gums, resins and other vegetable saps and extracts",World,World,42317584.0,31.1728205,-7.3362482,,,132007Morocco,World,World,5661421.0
2007.0,2007.0,Export,Morocco,14.0,Vegetable plaiting materials; vegetable products nes,World,World,495123.0,31.1728205,-7.3362482,,,142007Morocco,World,World,912733.0
2007.0,2007.0,Export,Morocco,15.0,Animal or vegetable fats and oils,World,World,60410160.0,31.1728205,-7.3362482,,,152007Morocco,World,World,397404989.0
