yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,233160,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,13503,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,330068,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,1549832,33.7680065,66.2385139,,
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,949656,33.7680065,66.2385139,,
2015,2015,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,228,33.7680065,66.2385139,,
