yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,2128,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,48800,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,17331,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,460899,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,303684,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,18294,33.7680065,66.2385139,,
