yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,10254789,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,5137210,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,1754270,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,3154081,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,1580138,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,3066876,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4070029,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,9481909,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,110931388,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,11527498,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,8517883,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,3437308,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,9910331,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,World,World,268613924,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,8169,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,21304,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Cyprus, Cyprus,16603,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,5225959,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,171915,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,618376,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Morocco, Morocco,22247,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,424541,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,299750,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,172288,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,10369505,24.0002488,53.9994829,,
2003,2003,Import,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,86702,24.0002488,53.9994829,,
