yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Qatar,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,166412.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2009,2009.0,Re-Export,Qatar,Algeria,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,2032.0,,25.3336984,51.2295295,28.0000272,2.9999825
2009,2009.0,Re-Export,Qatar,Iran,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,9615.0,,25.3336984,51.2295295,32.6475314,54.5643516
2009,2009.0,Re-Export,Qatar,Kuwait,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,14183.0,,25.3336984,51.2295295,29.2733964,47.4979476
2009,2009.0,Re-Export,Qatar,Malaysia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,21872.0,,25.3336984,51.2295295,4.5693754,102.2656823
2009,2009.0,Re-Export,Qatar,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,83019.0,,25.3336984,51.2295295,24.0002488,53.9994829
2009,2009.0,Re-Export,Qatar,Turkey,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,35691.0,,25.3336984,51.2295295,38.9597594,34.9249653
