yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,6881,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,325370,34.9823018,33.1451285,37.977378106878206,73.97804075806764
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,4275,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,129741,34.9823018,33.1451285,17.925141963241547,-78.01492950057497
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,192855,34.9823018,33.1451285,43.897683433510366,-100.08947125585888
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1250511,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,40774,34.9823018,33.1451285,10.528384761701911,103.08333472012376
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6403675,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,583,34.9823018,33.1451285,6.06272746187266,22.727528470146083
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,708,34.9823018,33.1451285,26.42921218083572,52.86847103284948
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2851955,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,11687924,34.9823018,33.1451285,,
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,215035,34.9823018,33.1451285,,
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,4282,34.9823018,33.1451285,,
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,94338,34.9823018,33.1451285,,
2007,2007,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1005,34.9823018,33.1451285,,
