yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4299863,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,21913963,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,19722069,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2024638,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,25271973,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,11269064,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,59945611,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,9660805,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,122290,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,46453370,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,46113,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,434681,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,149665811,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,366536496,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,3875,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,2848694,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2951,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,2508047,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,402209,38.9597594,34.9249653,,
2009,2009,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,76603,38.9597594,34.9249653,,
