yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,1382000,30.8124247,34.8594762,39.89317229901691,61.060280637304274
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1057000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,33692000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,1073000,30.8124247,34.8594762,,
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,17000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,2852000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4801000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,81000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,25162000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,269000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,30749000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,17035000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials,World,World,123411000,30.8124247,34.8594762,,
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials, Armenia, Armenia,1000,30.8124247,34.8594762,,
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials, Cyprus, Cyprus,1627000,30.8124247,34.8594762,,
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,1009000,30.8124247,34.8594762,,
2005,2005,Import,Israel,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,11000,30.8124247,34.8594762,,
