yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Import,Yemen,World,1,Animals; live,21692430,,,-36.8535712,174.7456809
2019,2019,Import,Yemen,Brazil,1,Animals; live,64745,,,-10.3333333,-53.2
2019,2019,Import,Yemen,Ethiopia,1,Animals; live,288701,,,10.2116702,38.6521203
2019,2019,Import,Yemen,Eritrea,1,Animals; live,11048,,,15.9500319,37.9999668
2019,2019,Import,Yemen,Saudi Arabia,1,Animals; live,4399582,,,25.6242618,42.3528328
2019,2019,Import,Yemen,Somalia,1,Animals; live,16325157,,,8.3676771,49.083416
2019,2019,Import,Yemen,South Africa,1,Animals; live,48418,,,-28.8166236,24.991639
2019,2019,Import,Yemen,"Areas, nes",1,Animals; live,554775,,,,
