yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Oman,63,Other made up textile articles; sets; worn clothing and worn textile articl ...,Sub-Saharan Africa,Africa,7854,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2003,2003,Import,Oman,63,Other made up textile articles; sets; worn clothing and worn textile articl ...,World,World,21638,21.0000287,57.0036901,,
2003,2003,Import,Oman,63,Other made up textile articles; sets; worn clothing and worn textile articl ..., Jordan, Jordan,57,21.0000287,57.0036901,,
2003,2003,Import,Oman,63,Other made up textile articles; sets; worn clothing and worn textile articl ..., Qatar, Qatar,9732,21.0000287,57.0036901,,
2003,2003,Import,Oman,63,Other made up textile articles; sets; worn clothing and worn textile articl ..., United Arab Emirates, United Arab Emirates,3865,21.0000287,57.0036901,,
