yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2004,2004,Import,Georgia,70,Glass and glassware,Australia and New Zealand,Oceania,9432
2004,2004,Import,Georgia,70,Glass and glassware,Central Asia,Asia,84720
2004,2004,Import,Georgia,70,Glass and glassware,Eastern Asia,Asia,85391
2004,2004,Import,Georgia,70,Glass and glassware,Eastern Europe,Europe,4825892
2004,2004,Import,Georgia,70,Glass and glassware,Latin America and the Caribbean,Americas,646
2004,2004,Import,Georgia,70,Glass and glassware,Northern Africa,Africa,2721
2004,2004,Import,Georgia,70,Glass and glassware,Northern America,Americas,57083
2004,2004,Import,Georgia,70,Glass and glassware,Northern Europe,Europe,18099
2004,2004,Import,Georgia,70,Glass and glassware,South-eastern Asia,Asia,856
2004,2004,Import,Georgia,70,Glass and glassware,Southern Asia,Asia,1351609
2004,2004,Import,Georgia,70,Glass and glassware,Southern Europe,Europe,3310938
2004,2004,Import,Georgia,70,Glass and glassware,Western Asia,Asia,986468
2004,2004,Import,Georgia,70,Glass and glassware,Western Europe,Europe,2165036
2004,2004,Import,Georgia,70,Glass and glassware,World,World,13667510
