yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Georgia,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,20138.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2010,2010.0,Re-Export,Georgia,Azerbaijan,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,799.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2010,2010.0,Re-Export,Georgia,Turkey,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,19339.0,,32.3293809,-83.1137366,38.9597594,34.9249653
