yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,45940,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,59615,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,70538,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,15490,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,44408,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2003,2003,Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,1387329,21.0000287,57.0036901,,
