yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,3454,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,942,31.1667049,36.941628,47.92172048214207,7.866753258497997
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,435976,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,3141,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,95183,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,15839,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,116,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,2257,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,42654,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,59109,31.1667049,36.941628,,
