yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,6771,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2002,2002,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,1528,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2002,2002,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,World,World,16862,28.0000272,2.9999825,,
