yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,63989,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,23707,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,14373,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,World,World,103652,35.8885993,14.4476911,,
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,41,35.8885993,14.4476911,,
2005,2005,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,243,35.8885993,14.4476911,,
