yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Eastern Asia,Asia,2001
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Northern Africa,Africa,825242
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Northern America,Americas,112987
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Northern Europe,Europe,7
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,South-eastern Asia,Asia,3729
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Southern Europe,Europe,704
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Sub-Saharan Africa,Africa,61922
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Western Asia,Asia,753614
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,Western Europe,Europe,1777
2012,2012,Export,Algeria,96,Miscellaneous manufactured articles,World,World,2651997
