yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,46080,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2013,2013,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2809932,32.3293809,-83.1137366,,
2013,2013,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Armenia, Armenia,2253002,32.3293809,-83.1137366,,
2013,2013,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Azerbaijan, Azerbaijan,510850,32.3293809,-83.1137366,,
