yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,719
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,471
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,2497
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,84436
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,27703
2017,2017,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1534386
