yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,231875,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,24044207,30.3308401,71.247499,37.977378106878206,73.97804075806764
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,545388,30.3308401,71.247499,51.67568633314729,27.673469819741847
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,66169,30.3308401,71.247499,,
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,79530,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Micronesia,Oceania,917,30.3308401,71.247499,6.418559504495792,157.6364476938912
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,5434338,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,9735799,30.3308401,71.247499,59.36075159783851,25.01346951967388
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5368584,30.3308401,71.247499,10.528384761701911,103.08333472012376
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,169030,30.3308401,71.247499,25.499703063807168,75.5024015339642
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1519049,30.3308401,71.247499,40.12399607988535,20.742583178432696
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,70558,30.3308401,71.247499,6.06272746187266,22.727528470146083
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2244081,30.3308401,71.247499,26.42921218083572,52.86847103284948
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6413164,30.3308401,71.247499,47.92172048214207,7.866753258497997
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,65825833,30.3308401,71.247499,,
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,3384047,30.3308401,71.247499,,
2018,2018,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,589743,30.3308401,71.247499,,
