yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,58,32.3293809,-83.1137366,-16.85099460447687,133.4130365630627
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,54,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,19339,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,12,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,20261,32.3293809,-83.1137366,,
2010,2010,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Azerbaijan, Azerbaijan,799,32.3293809,-83.1137366,,
