yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,51906,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,17680,31.1667049,36.941628,59.36075159783851,25.01346951967388
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1187790,31.1667049,36.941628,6.06272746187266,22.727528470146083
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,320510,31.1667049,36.941628,26.42921218083572,52.86847103284948
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,31,31.1667049,36.941628,47.92172048214207,7.866753258497997
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,5460801,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,2884,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,1391643,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,23875,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,629229,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,40000,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,72264,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,568255,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,175400,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,381345,31.1667049,36.941628,,
2005,2005,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,65204,31.1667049,36.941628,,
