yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Cyprus,World,81.0,Other base metals; cermets; articles thereof,10913.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2007,2007.0,Export,Cyprus,Lebanon,81.0,Other base metals; cermets; articles thereof,4692.0,,34.9823018,33.1451285,33.8750629,35.843409
2007,2007.0,Export,Cyprus,Sweden,81.0,Other base metals; cermets; articles thereof,6221.0,,34.9823018,33.1451285,59.6749712,14.5208584
