yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,11280,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,25449,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,20528,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,23927,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,193883,21.0000287,57.0036901,,
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,54858,21.0000287,57.0036901,,
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,32388,21.0000287,57.0036901,,
2007,2007,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,25454,21.0000287,57.0036901,,
