yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,1341,33.87,35.84,-16.85099460447687,133.4130365630627
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,164715,33.87,35.84,37.977378106878206,73.97804075806764
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,1284351,33.87,35.84,51.67568633314729,27.673469819741847
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,881390,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,79765,33.87,35.84,17.925141963241547,-78.01492950057497
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,437816,33.87,35.84,43.897683433510366,-100.08947125585888
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,393623,33.87,35.84,59.36075159783851,25.01346951967388
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,299586,33.87,35.84,10.528384761701911,103.08333472012376
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,20179,33.87,35.84,25.499703063807168,75.5024015339642
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,5399481,33.87,35.84,40.12399607988535,20.742583178432696
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Tunisia,Tunisia,6636,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,2291134,33.87,35.84,26.42921218083572,52.86847103284948
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,18802697,33.87,35.84,47.92172048214207,7.866753258497997
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,31059799,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Cyprus, Cyprus,229320,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Malta, Malta,12841,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Pakistan, Pakistan,77810,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,9334,33.87,35.84,,
2011,2011,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,552757,33.87,35.84,,
