yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,50750,40.7696272,44.6736646,39.89317229901691,61.060280637304274
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,172459,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,39201,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,326,40.7696272,44.6736646,,
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,996,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,12581,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,8007,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,47251,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,391360,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,86749,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,320834,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,1173981,40.7696272,44.6736646,,
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Jordan, Jordan,768,40.7696272,44.6736646,,
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Lebanon, Lebanon,560,40.7696272,44.6736646,,
2010,2010,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,33768,40.7696272,44.6736646,,
