yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,558,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4477,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,2696,34.9823018,33.1451285,6.06272746187266,22.727528470146083
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,28420,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,122704,34.9823018,33.1451285,,
2021,2021,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,86549,34.9823018,33.1451285,,
