yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Eastern Asia,Asia,25983
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Eastern Europe,Europe,16158
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Northern America,Americas,398
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Northern Europe,Europe,18534
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",South-eastern Asia,Asia,46400
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Southern Europe,Europe,84937
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Sub-Saharan Africa,Africa,1224636
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Western Asia,Asia,10951
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",Western Europe,Europe,733257
2015,2015,Import,Comoros,22,"Beverages, spirits and vinegar",World,World,5084849
