yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,5856,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2015,2015,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,202,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2015,2015,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6187,40.7696272,44.6736646,,
2015,2015,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,129,40.7696272,44.6736646,,
