yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,2764817,25.62,42.35,37.977378106878206,73.97804075806764
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,1775854,25.62,42.35,51.67568633314729,27.673469819741847
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,749800,25.62,42.35,17.925141963241547,-78.01492950057497
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,4156148,25.62,42.35,43.897683433510366,-100.08947125585888
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,2991548,25.62,42.35,59.36075159783851,25.01346951967388
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,1500360,25.62,42.35,40.12399607988535,20.742583178432696
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,706793,25.62,42.35,26.42921218083572,52.86847103284948
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,2711602,25.62,42.35,47.92172048214207,7.866753258497997
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,20286222,25.62,42.35,,
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Kuwait, Kuwait,651609,25.62,42.35,,
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,282866,25.62,42.35,,
2019,2019,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,203515,25.62,42.35,,
