yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Armenia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",148138.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2011,2011.0,Export,Armenia,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14.0,,40.7696272,44.6736646,47.59397,14.12456
2011,2011.0,Export,Armenia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12243.0,,40.7696272,44.6736646,50.6402809,4.6667145
2011,2011.0,Export,Armenia,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1129.0,,40.7696272,44.6736646,53.4250605,27.6971358
2011,2011.0,Export,Armenia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2152.0,,40.7696272,44.6736646,46.603354,1.8883335
2011,2011.0,Export,Armenia,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",240.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2011,2011.0,Export,Armenia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1677.0,,40.7696272,44.6736646,51.1638175,10.4478313
2011,2011.0,Export,Armenia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2893.0,,40.7696272,44.6736646,32.6475314,54.5643516
2011,2011.0,Export,Armenia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",95.0,,40.7696272,44.6736646,30.8124247,34.8594762
2011,2011.0,Export,Armenia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41708.0,,40.7696272,44.6736646,48.1012954,66.7780818
2011,2011.0,Export,Armenia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2389.0,,40.7696272,44.6736646,64.6863136,97.7453061
2011,2011.0,Export,Armenia,Sierra Leone,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1031.0,,40.7696272,44.6736646,8.6400349,-11.8400269
2011,2011.0,Export,Armenia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",40571.0,,40.7696272,44.6736646,46.7985624,8.2319736
2011,2011.0,Export,Armenia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22.0,,40.7696272,44.6736646,24.0002488,53.9994829
2011,2011.0,Export,Armenia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6900.0,,40.7696272,44.6736646,49.4871968,31.2718321
2011,2011.0,Export,Armenia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25644.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2011,2011.0,Export,Armenia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9429.0,,40.7696272,44.6736646,39.7837304,-100.445882
