yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Central Asia,Asia,961614
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Eastern Asia,Asia,121834
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Eastern Europe,Europe,37531145
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Latin America and the Caribbean,Americas,78
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Northern America,Americas,1314128
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Northern Europe,Europe,5071689
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",South-eastern Asia,Asia,523
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Southern Asia,Asia,22750
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Southern Europe,Europe,102510
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Western Asia,Asia,63996
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",Western Europe,Europe,641757
2000,2000,Export,Georgia,22,"Beverages, spirits and vinegar",World,World,46857243
