yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,470190,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,577818,21.0000287,57.0036901,,
2007,2007,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,86562,21.0000287,57.0036901,,
2007,2007,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,21066,21.0000287,57.0036901,,
