yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Georgia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,944200.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2009,2009.0,Export,Georgia,Azerbaijan,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,47498.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2009,2009.0,Export,Georgia,Armenia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,246017.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2009,2009.0,Export,Georgia,Br. Virgin Isds,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,45000.0,,32.3293809,-83.1137366,,
2009,2009.0,Export,Georgia,Czechia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,38780.0,,32.3293809,-83.1137366,49.7439047,15.3381061
2009,2009.0,Export,Georgia,France,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,229425.0,,32.3293809,-83.1137366,46.603354,1.8883335
2009,2009.0,Export,Georgia,Germany,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,303809.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2009,2009.0,Export,Georgia,Iraq,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,33600.0,,32.3293809,-83.1137366,33.0955793,44.1749775
2009,2009.0,Export,Georgia,Russian Federation,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,71.0,,32.3293809,-83.1137366,64.6863136,97.7453061
