yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,22274,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,919446,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,12930,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,213717,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,209490,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Melanesia,Oceania,631,31.1728205,-7.3362482,1.0108650891006263,147.3257485906919
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2253834,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8964281,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,585837,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2082,31.1728205,-7.3362482,25.499703063807168,75.5024015339642
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5209311,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,462,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,19375,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,33719,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,16776984,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,35845241,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,551721,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,33009,31.1728205,-7.3362482,,
