yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,16323,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,58242,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1758848,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,130908,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,288733,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Tunisia,Tunisia,16123,28.0000272,2.9999825,,
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1092469,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3714656,28.0000272,2.9999825,,
2012,2012,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,308838,28.0000272,2.9999825,,
