yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2018,2018,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,9554
2018,2018,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3068
2018,2018,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,208
2018,2018,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2601
2018,2018,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,77451
