rtTitle,Subregion,rgDesc,TradeValue
Syria,Algeria,Export,603489324
Syria,Algeria,Import,58727042
Syria,Bahrain,Export,28659466
Syria,Bahrain,Import,27106057
Syria,Cyprus,Export,464555654
Syria,Cyprus,Import,3578179
Syria,Jordan,Export,354693652
Syria,Jordan,Import,209527101
Syria,Kuwait,Export,371006555
Syria,Kuwait,Import,105151078
Syria,Lebanon,Export,687641977
Syria,Lebanon,Import,341985396
Syria,Libya,Export,192425961
Syria,Libya,Import,63616581
Syria,Morocco,Export,56590467
Syria,Morocco,Import,76089562
Syria,Oman,Export,2279866307
Syria,Oman,Import,25291533
Syria,Pakistan,Export,113070468
Syria,Qatar,Export,141863207
Syria,Qatar,Import,10688123
Syria,Saudi Arabia,Import,735023962
Syria,United Arab Emirates,Export,376530304
Syria,United Arab Emirates,Import,341378533
Syria,Yemen,Export,114474212
Syria,Yemen,Import,6022015
