yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Jordan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36202486.0,,31.1667049,36.941628,-36.8535712,174.7456809
2013,2013.0,Import,Jordan,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6139.0,,31.1667049,36.941628,-24.7761086,134.755
2013,2013.0,Import,Jordan,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",162342.0,,31.1667049,36.941628,47.59397,14.12456
2013,2013.0,Import,Jordan,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",937989.0,,31.1667049,36.941628,50.6402809,4.6667145
2013,2013.0,Import,Jordan,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20485.0,,31.1667049,36.941628,-10.3333333,-53.2
2013,2013.0,Import,Jordan,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",668.0,,31.1667049,36.941628,42.6073975,25.4856617
2013,2013.0,Import,Jordan,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",142462.0,,31.1667049,36.941628,61.0666922,-107.991707
2013,2013.0,Import,Jordan,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2465.0,,31.1667049,36.941628,7.5554942,80.7137847
2013,2013.0,Import,Jordan,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10493150.0,,31.1667049,36.941628,35.000074,104.999927
2013,2013.0,Import,Jordan,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1858.0,,31.1667049,36.941628,49.7439047,15.3381061
2013,2013.0,Import,Jordan,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2289.0,,31.1667049,36.941628,55.670249,10.3333283
2013,2013.0,Import,Jordan,Ecuador,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8134.0,,31.1667049,36.941628,-1.3397668,-79.3666965
2013,2013.0,Import,Jordan,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",328.0,,31.1667049,36.941628,58.7523778,25.3319078
