yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Import,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13362520.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2010,2010.0,Import,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31260.0,,35.8885993,14.4476911,-24.7761086,134.755
2010,2010.0,Import,Malta,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",33945.0,,35.8885993,14.4476911,47.59397,14.12456
2010,2010.0,Import,Malta,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",271356.0,,35.8885993,14.4476911,50.6402809,4.6667145
2010,2010.0,Import,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16733.0,,35.8885993,14.4476911,61.0666922,-107.991707
2010,2010.0,Import,Malta,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",101.0,,35.8885993,14.4476911,-31.7613365,-71.3187697
2010,2010.0,Import,Malta,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",548934.0,,35.8885993,14.4476911,35.000074,104.999927
2010,2010.0,Import,Malta,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1368288.0,,35.8885993,14.4476911,49.7439047,15.3381061
2010,2010.0,Import,Malta,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",77003.0,,35.8885993,14.4476911,55.670249,10.3333283
2010,2010.0,Import,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",168723.0,,35.8885993,14.4476911,46.603354,1.8883335
2010,2010.0,Import,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1492327.0,,35.8885993,14.4476911,51.1638175,10.4478313
2010,2010.0,Import,Malta,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",119717.0,,35.8885993,14.4476911,38.9953683,21.9877132
2010,2010.0,Import,Malta,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16991.0,,35.8885993,14.4476911,22.350627,114.1849161
2010,2010.0,Import,Malta,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2132.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2010,2010.0,Import,Malta,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",544.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2010,2010.0,Import,Malta,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",354236.0,,35.8885993,14.4476911,52.865196,-7.9794599
2010,2010.0,Import,Malta,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12488.0,,35.8885993,14.4476911,30.8124247,34.8594762
2010,2010.0,Import,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3156509.0,,35.8885993,14.4476911,42.6384261,12.674297
2010,2010.0,Import,Malta,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30928.0,,35.8885993,14.4476911,36.5748441,139.2394179
2010,2010.0,Import,Malta,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",89105.0,,35.8885993,14.4476911,1.4419683,38.4313975
2010,2010.0,Import,Malta,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",19050.0,,35.8885993,14.4476911,,
2010,2010.0,Import,Malta,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1053.0,,35.8885993,14.4476911,56.8406494,24.7537645
2010,2010.0,Import,Malta,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1046.0,,35.8885993,14.4476911,26.8234472,18.1236723
2010,2010.0,Import,Malta,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2234.0,,35.8885993,14.4476911,4.5693754,102.2656823
2010,2010.0,Import,Malta,Mauritius,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14407.0,,35.8885993,14.4476911,-20.2759451,57.5703566
2010,2010.0,Import,Malta,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",143091.0,,35.8885993,14.4476911,,
2010,2010.0,Import,Malta,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",200927.0,,35.8885993,14.4476911,52.2434979,5.6343227
2010,2010.0,Import,Malta,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",310.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2010,2010.0,Import,Malta,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1314.0,,35.8885993,14.4476911,60.5000209,9.0999715
2010,2010.0,Import,Malta,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",462.0,,35.8885993,14.4476911,12.7503486,122.7312101
2010,2010.0,Import,Malta,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",556345.0,,35.8885993,14.4476911,52.215933,19.134422
2010,2010.0,Import,Malta,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5086.0,,35.8885993,14.4476911,39.6621648,-8.1353519
2010,2010.0,Import,Malta,San Marino,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16623.0,,35.8885993,14.4476911,43.9458623,12.458306
2010,2010.0,Import,Malta,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23314.0,,35.8885993,14.4476911,22.3511148,78.6677428
2010,2010.0,Import,Malta,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",640.0,,35.8885993,14.4476911,1.357107,103.8194992
2010,2010.0,Import,Malta,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1442.0,,35.8885993,14.4476911,15.9266657,107.9650855
2010,2010.0,Import,Malta,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2164.0,,35.8885993,14.4476911,45.8133113,14.4808369
2010,2010.0,Import,Malta,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1687.0,,35.8885993,14.4476911,-28.8166236,24.991639
2010,2010.0,Import,Malta,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",728351.0,,35.8885993,14.4476911,39.3260685,-4.8379791
2010,2010.0,Import,Malta,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",67598.0,,35.8885993,14.4476911,59.6749712,14.5208584
