yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Re-Export,Armenia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,31809.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2003,2003.0,Re-Export,Armenia,Belarus,35.0,Albuminoidal substances; modified starches; glues; enzymes,797.0,,40.7696272,44.6736646,53.4250605,27.6971358
2003,2003.0,Re-Export,Armenia,Georgia,35.0,Albuminoidal substances; modified starches; glues; enzymes,13031.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2003,2003.0,Re-Export,Armenia,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,17982.0,,40.7696272,44.6736646,64.6863136,97.7453061
