yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2017,2017,Export,Qatar,World,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,19267,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Export,Qatar,Germany,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1707,25.3336984,51.2295295,51.1638175,10.4478313
2017,2017,Export,Qatar,Italy,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,17422,25.3336984,51.2295295,42.6384261,12.674297
2017,2017,Export,Qatar,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,137,25.3336984,51.2295295,21.0000287,57.0036901
