yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,South-eastern Asia,Asia,3313,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,910,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,39836,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2354998,21.0000287,57.0036901,,
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,804868,21.0000287,57.0036901,,
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,1421105,21.0000287,57.0036901,,
2020,2020,Export,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Yemen, Yemen,84964,21.0000287,57.0036901,,
