yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Malta,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,67699.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2007,2007.0,Export,Malta,Austria,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,17.0,,35.8885993,14.4476911,47.59397,14.12456
2007,2007.0,Export,Malta,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2422.0,,35.8885993,14.4476911,35.000074,104.999927
2007,2007.0,Export,Malta,France,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,17.0,,35.8885993,14.4476911,46.603354,1.8883335
2007,2007.0,Export,Malta,Libya,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,61568.0,,35.8885993,14.4476911,26.8234472,18.1236723
2007,2007.0,Export,Malta,Tunisia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2820.0,,35.8885993,14.4476911,33.8439408,9.400138
2007,2007.0,Export,Malta,USA,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,856.0,,35.8885993,14.4476911,39.7837304,-100.445882
