yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,59058,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,307987,31.1667049,36.941628,37.977378106878206,73.97804075806764
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,32772,31.1667049,36.941628,51.67568633314729,27.673469819741847
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,1973689,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,7295,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,392274,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,1007449,31.1667049,36.941628,59.36075159783851,25.01346951967388
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,18827,31.1667049,36.941628,10.528384761701911,103.08333472012376
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,36671,31.1667049,36.941628,25.499703063807168,75.5024015339642
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,5948818,31.1667049,36.941628,40.12399607988535,20.742583178432696
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,24261,31.1667049,36.941628,6.06272746187266,22.727528470146083
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,7513210,31.1667049,36.941628,26.42921218083572,52.86847103284948
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,418786,31.1667049,36.941628,47.92172048214207,7.866753258497997
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,World,World,20729396,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Bahrain, Bahrain,1017,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Cyprus, Cyprus,4142,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,179988,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Israel, Israel,401668,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,200542,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,3526,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,504826,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, State of Palestine, State of Palestine,869827,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,164220,31.1667049,36.941628,,
2005,2005,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,3103,31.1667049,36.941628,,
