yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,340,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,683893,30.3308401,71.247499,37.977378106878206,73.97804075806764
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Melanesia,Oceania,510,30.3308401,71.247499,1.0108650891006263,147.3257485906919
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,9796,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,254378,30.3308401,71.247499,59.36075159783851,25.01346951967388
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3356207,30.3308401,71.247499,10.528384761701911,103.08333472012376
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,236139,30.3308401,71.247499,25.499703063807168,75.5024015339642
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,757147,30.3308401,71.247499,6.06272746187266,22.727528470146083
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,512636,30.3308401,71.247499,26.42921218083572,52.86847103284948
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,21610,30.3308401,71.247499,47.92172048214207,7.866753258497997
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7360963,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Afghanistan, Afghanistan,93247,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,10225,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,60229,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,10131,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,5137,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,1188,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1184,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,45495,30.3308401,71.247499,,
2016,2016,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1109990,30.3308401,71.247499,,
