yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,7851,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2005,2005,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,56225,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2005,2005,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,World,World,598094,40.3936294,47.7872508,,
