yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,243666,31.17,-7.33,-16.85099460447687,133.4130365630627
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2690306,31.17,-7.33,37.977378106878206,73.97804075806764
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,979293,31.17,-7.33,51.67568633314729,27.673469819741847
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,99636,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,2725435,31.17,-7.33,17.925141963241547,-78.01492950057497
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2757375,31.17,-7.33,43.897683433510366,-100.08947125585888
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,14087703,31.17,-7.33,59.36075159783851,25.01346951967388
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,377319,31.17,-7.33,10.528384761701911,103.08333472012376
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,13304786,31.17,-7.33,40.12399607988535,20.742583178432696
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,14805,31.17,-7.33,6.06272746187266,22.727528470146083
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,130112,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2134111,31.17,-7.33,26.42921218083572,52.86847103284948
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,37690146,31.17,-7.33,47.92172048214207,7.866753258497997
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,77557872,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,8,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,233,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,5716,31.17,-7.33,,
2017,2017,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,115111,31.17,-7.33,,
