yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Central Asia,Asia,4339378
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,4580
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,43820996
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,2117
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,79822
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,130042
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,8835
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,2856532
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,3681465
2007,2007,Import,Georgia,11,Products of the milling industry; malt; starches; inulin,World,World,59324696
