yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,153
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,55
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,15213
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,48
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,2529
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,7728
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,274201
2006,2006,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,World,World,3952806
