yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,5249,33.7680065,66.2385139,-16.85099460447687,133.4130365630627
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,6751,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,66758,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,217289,33.7680065,66.2385139,,
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Iraq, Iraq,127658,33.7680065,66.2385139,,
2011,2011,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,10872,33.7680065,66.2385139,,
