yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,927,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2011,2011,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,4915,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2011,2011,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,17224,40.7696272,44.6736646,,
2011,2011,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,11383,40.7696272,44.6736646,,
