yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,34620,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2005,2005,Export,Malta,4,Dairy produce; birds eggs; natural honey;,World,World,185209,35.8885993,14.4476911,,
2005,2005,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,21527,35.8885993,14.4476911,,
2005,2005,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,90557,35.8885993,14.4476911,,
2005,2005,Export,Malta,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,38207,35.8885993,14.4476911,,
