yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,2422,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,856,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Tunisia,Tunisia,2820,35.8885993,14.4476911,,
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,34,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,67699,35.8885993,14.4476911,,
2007,2007,Export,Malta,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Libya, Libya,61568,35.8885993,14.4476911,,
