yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Australia and New Zealand,Oceania,84142
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Eastern Asia,Asia,427157
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Eastern Europe,Europe,2852261
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Latin America and the Caribbean,Americas,179382
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Melanesia,Oceania,95
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Northern Africa,Africa,112151
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Northern America,Americas,1736803
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Northern Europe,Europe,17522697
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,South-eastern Asia,Asia,830547
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Southern Asia,Asia,76570
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Southern Europe,Europe,55825677
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Sub-Saharan Africa,Africa,38738
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Western Asia,Asia,14496
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,Western Europe,Europe,20544844
2016,2016,Import,Cyprus,21,Miscellaneous edible preparations,World,World,102133707
