yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,189000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,569000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,356000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,12226000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,6306000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1180000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,5092000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,13000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,1003000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,17910000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2006,2006,Import,Israel,11,Products of the milling industry; malt; starches; inulin,World,World,44858000,30.8124247,34.8594762,,
