yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,233,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,187886,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,187,34.9823018,33.1451285,26.42921218083572,52.86847103284948
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,61436,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,328450,34.9823018,33.1451285,,
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,61630,34.9823018,33.1451285,,
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,9426,34.9823018,33.1451285,,
2006,2006,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,5671,34.9823018,33.1451285,,
