yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Australia and New Zealand,Oceania,112
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Eastern Asia,Asia,434953
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Northern Africa,Africa,11456
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Northern America,Americas,5224
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Northern Europe,Europe,120732
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,South-eastern Asia,Asia,33444
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Southern Asia,Asia,261
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Sub-Saharan Africa,Africa,1267692
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Western Asia,Asia,616
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,Western Europe,Europe,11801314
2012,2012,Import,Comoros,87,Vehicles other than railway or tramway rolling stock,World,World,25313146
